cpf_cnpj,incentivador,nro_projeto,nome_projeto,uf_projeto,valor_incentivo,ano
191,Banco do Brasil S.A,21033,Anos de Sutil Companhia de teatro (10),SP,199400.0,2005
191,Banco do Brasil S.A,21880,"Louise Bouegeois: Faï¿½o, Desfaï¿½o, Refaï¿½o",SP,108990.26,2005
191,Banco do Brasil S.A,21982,Estatuto de Gafieira,RJ,278360.0,2005
191,Banco do Brasil S.A,34985,Temporada Musical Dell'Arte 2004,RJ,789881.5,2005
191,Banco do Brasil S.A,35428,As Turca,SP,195167.91,2005
191,Banco do Brasil S.A,37201,Deve Haver Algum Sentido em Mim que Basta,RJ,109795.5,2005
191,Banco do Brasil S.A,40015,"Mostra Arte , Diversidade e Inclusão Sociocultural - ( ex-1ª Mostra CCBB Arte Sem Barreiras )",RJ,297500.0,2005
191,Banco do Brasil S.A,40103,Cildo Meireles Algum Desenho,RJ,320000.0,2005
191,Banco do Brasil S.A,40736,Geração 80,PE,74000.0,2005
191,Banco do Brasil S.A,40836,Mary Vieira - O Tempo do Movimento,SP,236936.95,2005
191,Banco do Brasil S.A,40845,Soto: A Construção da Imaterialidade,RJ,267164.98,2005
191,Banco do Brasil S.A,41133,História dos Brinquedos (A),SP,97500.0,2005
191,Banco do Brasil S.A,41376,Estrela do Amanhã,SP,9400.0,2005
191,Banco do Brasil S.A,41494,Antes - As Histórias da Pré-História,RJ,948101.94,2005
191,Banco do Brasil S.A,41751,Festival Mix Brasil da Diversidade Sexual (12ª),SP,27748.0,2005
191,Banco do Brasil S.A,41784,Stockinger - 85 Anos,RS,42000.0,2005
191,Banco do Brasil S.A,42688,Novos Olhares Sobre as Artes,SP,19900.0,2005
191,Banco do Brasil S.A,42692,Pequenas Raposas ( As ),RJ,263939.21,2005
191,Banco do Brasil S.A,42767,Antoni Tàpies,SP,5109.67,2005
191,Banco do Brasil S.A,42776,Araweté,GO,49800.0,2005
191,Banco do Brasil S.A,43953,Farnese - Objetos,SP,217850.69,2005
191,Banco do Brasil S.A,44670,Antoni Tápies - Rio de Janeiro e Brasília,SP,1286609.67,2005
191,Banco do Brasil S.A,44902,Diálogos sobre o Popular,RJ,65000.0,2005
191,Banco do Brasil S.A,44931,Ônibus Educativo I - Zona Leste e Zona Sul,SP,41000.0,2005
191,Banco do Brasil S.A,44944,Mostra do Filme Livre 2005 ,RJ,65000.0,2005
191,Banco do Brasil S.A,45040,Henry Moore no Brasil - Uma Retrospectiva,SP,580000.0,2005
191,Banco do Brasil S.A,45080,Arte-Educação Para a Exposição Mary Vieira,SP,93697.1,2005
191,Banco do Brasil S.A,45190,Henfil do Brasil,RJ,351394.0,2005
191,Banco do Brasil S.A,45192,Vila Lobos e Seus Amigos do Choro,DF,450000.0,2005
191,Banco do Brasil S.A,45403,Festival Brasileiro de Cinema Universitário (10º),RJ,99534.0,2005
191,Banco do Brasil S.A,45583,Ismael Silva: Deixa Falar,RJ,160000.0,2005
191,Banco do Brasil S.A,45729,"Festivais Regionais do Minuto / 2005 (SP, RJ e Brasília)",SP,150000.0,2005
191,Banco do Brasil S.A,45765,Cinema no Carnaval - Segunda Chance,RJ,30000.0,2005
191,Banco do Brasil S.A,45766,Inéditos no Rio 2005,RJ,27500.0,2005
191,Banco do Brasil S.A,45769,Um Século de Arte Cubana / SP,RJ,305000.0,2005
191,Banco do Brasil S.A,45784,Na Ponta do Verso,RJ,152145.0,2005
191,Banco do Brasil S.A,45842,É Tudo Verdade 10º Festival Internacional de Documentários,SP,206000.0,2005
191,Banco do Brasil S.A,45895,Macbeth itinerante,RJ,113000.0,2005
191,Banco do Brasil S.A,46135,Roda de Leitura BSB 2005,RJ,98875.2,2005
191,Banco do Brasil S.A,46148,"Circuito Fechado: Filmes e Vídeos de Bruce Nauman, 1967-2002",SP,400000.0,2005
191,Banco do Brasil S.A,46191,Do outro lado do carnaval,RJ,46727.64,2005
191,Banco do Brasil S.A,46335,Arte-Educação Para a Exposição Farnese de Andrade,SP,135000.0,2005
191,Banco do Brasil S.A,46378,Inéditos em Brasília 2005,RJ,53000.0,2005
191,Banco do Brasil S.A,46507,Soy Loco Por Ti América,RJ,2885078.0,2005
191,Banco do Brasil S.A,46513,Encontro com o Cinema Brasileiro - Brasília,RJ,50000.0,2005
191,Banco do Brasil S.A,46517,Encontro com o Cinema Brasileiro - São Paulo,RJ,80000.0,2005
191,Banco do Brasil S.A,46522,"Fotografia: Suporte da Memória, Instrumento da Fantasia",RJ,450000.0,2005
191,Banco do Brasil S.A,46682,Alegoria Barroca na Arte Contemporânea,RJ,180000.0,2005
191,Banco do Brasil S.A,46849,Marguerite Duras,RJ,166475.0,2005
191,Banco do Brasil S.A,46894,Retrospectiva Margarethe Von Trotta,SP,30000.0,2005
191,Banco do Brasil S.A,47048,Foto Arte 2005 - Brasília: Capital da Fotografia,DF,100000.0,2005
191,Banco do Brasil S.A,47087,Literatura brasileira em debate,RJ,65000.0,2005
191,Banco do Brasil S.A,47164,Negros ( Os ),RJ,282830.0,2005
191,Banco do Brasil S.A,47178,Pensamentos Instigantes - Filosofia e Arte,SP,110431.0,2005
191,Banco do Brasil S.A,47256,Retrospectiva Rogério Sganzerla: Cinema do Caos ,RJ,60000.0,2005
191,Banco do Brasil S.A,50062,Intervalos Musicais,SP,193800.0,2005
191,Banco do Brasil S.A,50084,Encontros Improvaveis,SP,98676.74,2005
191,Banco do Brasil S.A,50089,Cubo - Intervenções Urbanas ,SP,250000.0,2005
191,Banco do Brasil S.A,50104,Sonia Andrade 1974 - 2004,RJ,170000.0,2005
191,Banco do Brasil S.A,50126,D. Quixote e a Duquesa,RJ,308307.0,2005
191,Banco do Brasil S.A,50154,Retrospectiva Kieslowski,SP,70000.0,2005
191,Banco do Brasil S.A,50156,Festival Internacional de Animação do Brasil - Anima Mundi 2005/2006,RJ,350000.0,2005
191,Banco do Brasil S.A,50196,Cinesul 2005 - Festival Latino-Americano de Cinema e Vídeo,RJ,299950.0,2005
191,Banco do Brasil S.A,50240,Cena Contemporânea 2005,GO,60000.0,2005
191,Banco do Brasil S.A,50284,Dramaturgias,SP,50000.0,2005
191,Banco do Brasil S.A,50312,Vladimir 70,DF,90000.0,2005
191,Banco do Brasil S.A,50325,Festa de arromba - 40 anos da Jovem Guarda,RJ,680000.0,2005
191,Banco do Brasil S.A,50339,Quartetos internacionais - CCBB 2005,RJ,300000.0,2005
191,Banco do Brasil S.A,50498,Literatura Latino-Americana do Século XXI ( A ),RJ,100000.0,2005
191,Banco do Brasil S.A,50519,"Gafieiras, orquestras populares brasileiras
",RJ,90000.0,2005
191,Banco do Brasil S.A,50550,Gilles Deleuze,RJ,55000.0,2005
191,Banco do Brasil S.A,50622,Quasar Cia de Dança,GO,72656.32,2005
191,Banco do Brasil S.A,50724,Éticas,RJ,52100.0,2005
191,Banco do Brasil S.A,50957,Esquecidos,RJ,37650.0,2005
191,Banco do Brasil S.A,51025,5 coreógrafos + 1 corpo,RJ,86837.5,2005
191,Banco do Brasil S.A,51068,Iole de Freitas,RJ,150000.0,2005
191,Banco do Brasil S.A,51090,Encantadeiras -  Rio de Janeiro,RJ,195035.0,2005
191,Banco do Brasil S.A,51098,Identidade  Brasileira,DF,258032.0,2005
191,Banco do Brasil S.A,51100,Paulo José 40 Anos de Cinema,RJ,120003.05,2005
191,Banco do Brasil S.A,51333,Antes - Histórias da Pré História - Exposição em São Paulo,SP,524183.38,2005
191,Banco do Brasil S.A,51391,Leitor por horas,RJ,75600.0,2005
191,Banco do Brasil S.A,51608,Einstein: Cem Anos de Relatividade,RJ,70000.0,2005
191,Banco do Brasil S.A,51638,Encantadeiras (Brasília),RJ,159640.0,2005
191,Banco do Brasil S.A,51714,É Tempo de Blues,RJ,120462.5,2005
191,Banco do Brasil S.A,51727,Os Homens que Amavam as Mulheres ,RJ,22750.0,2005
191,Banco do Brasil S.A,51753,Música na Arte da Sedução ( A ),RJ,135000.0,2005
191,Banco do Brasil S.A,51759,Jung e Eu,RJ,139000.0,2005
191,Banco do Brasil S.A,51824,Geração Eletrônica e a MPB-E ( A ),RJ,200000.0,2005
191,Banco do Brasil S.A,51830,Da Fossa à Bossa ,RJ,115000.0,2005
191,Banco do Brasil S.A,51841,Festival de Brasília do Cinema Brasileiro (38º),DF,150000.0,2005
191,Banco do Brasil S.A,51920,Razões da Liberdade ( As ),RJ,199895.0,2005
191,Banco do Brasil S.A,52078,Caminhos da Música - Encontros de Formação de Platéia,SP,71440.0,2005
191,Banco do Brasil S.A,52092,Exposição Homem-pós-Humano: Visão do Artista,GO,248000.0,2005
191,Banco do Brasil S.A,52146,Lampião e Maria Bonita,BA,110036.0,2005
191,Banco do Brasil S.A,52169,Mostra de filmes grupo dziga vertov,SP,138000.0,2005
191,Banco do Brasil S.A,52652,Jung e eu ,RJ,136292.2,2005
191,Banco do Brasil S.A,52724,Brasil de todos os sambas,RJ,160000.0,2005
191,Banco do Brasil S.A,52790,Caminhos da Música - Encontros de Formação de Platéia,SP,42000.0,2005
191,Banco do Brasil S.A,52873,Dança em Pauta 2005,SP,160000.0,2005
191,Banco do Brasil S.A,52883,Mostra Internacional de Teatro,PR,367588.4,2005
191,Banco do Brasil S.A,53042,Não Te Esqueças ,PR,48800.0,2005
191,Banco do Brasil S.A,53314,Speculum-Brasilis - Temporada Brasília,DF,89450.0,2005
191,Banco do Brasil S.A,53402,Speculum-Brasilis - Temporada Rio de Janeiro,DF,110000.0,2005
191,Banco do Brasil S.A,53414,13 Festival Mix Brasil de Cinema e Video da Diversidade Sexual,SP,185000.0,2005
191,Banco do Brasil S.A,53468,Arte e Psicanálise,DF,90000.0,2005
191,Banco do Brasil S.A,53568,Lado a Lado com Sondheim,RJ,251697.0,2005
191,Banco do Brasil S.A,53648,Madame de Sade,SP,267118.82,2005
191,Banco do Brasil S.A,53683,Toda  nudez será castigada,RJ,127220.0,2005
191,Banco do Brasil S.A,53754,Ciclo de Palestras A Indesejada das Gentes: Quatro Conversas em Torno da Morte,RJ,69210.0,2005
191,Banco do Brasil S.A,53979,Erótica - O Sentido nas Artes,SP,530700.0,2005
191,Banco do Brasil S.A,54012,E Tudo Verdade Festival Internacional de Documentarios 11,SP,25000.0,2005
191,Banco do Brasil S.A,54149,Assim Canta Bollywood O Cinema Popular Indiano,DF,24000.0,2005
